date,time,hz_low,hz_high,hz_bin_width,num_samples,dB_1,dB_2,dB_3,dB_4,dB_5
2024-12-31,13:43:27.766546,5845000000,5850000000,1000000.00,20,-61.97,-66.66,-65.88,-59.39,-58.16
2024-12-31,13:43:27.766546,5855000000,5860000000,1000000.00,20,-62.42,-63.78,-62.59,-55.54,-59.95
2024-12-31,13:43:27.766546,5860000000,5865000000,1000000.00,20,-55.97,-59.34,-61.48,-52.78,-56.79
2024-12-31,13:43:27.766546,5870000000,5875000000,1000000.00,20,-59.91,-65.15,-57.80,-54.18,-58.86
2024-12-31,13:43:27.766546,5865000000,5870000000,1000000.00,20,-56.57,-60.71,-56.97,-53.39,-56.33
2024-12-31,13:43:27.766546,5875000000,5880000000,1000000.00,20,-62.83,-59.82,-60.38,-63.74,-58.32
2024-12-31,13:43:27.766546,5880000000,5885000000,1000000.00,20,-74.02,-59.00,-63.17,-63.46,-68.33
2024-12-31,13:43:27.766546,5890000000,5895000000,1000000.00,20,-57.52,-53.84,-57.46,-64.17,-55.60
2024-12-31,13:43:27.766546,5885000000,5890000000,1000000.00,20,-59.06,-61.34,-68.75,-60.48,-62.13
2024-12-31,13:43:27.766546,5895000000,5900000000,1000000.00,20,-59.96,-54.10,-54.83,-55.44,-56.29
2024-12-31,13:43:27.766546,5900000000,5905000000,1000000.00,20,-62.28,-57.47,-56.62,-76.96,-61.45
2024-12-31,13:43:27.766546,5910000000,5915000000,1000000.00,20,-61.43,-61.65,-64.37,-57.85,-58.46
2024-12-31,13:43:27.766546,5905000000,5910000000,1000000.00,20,-59.26,-57.77,-53.53,-55.84,-57.53
2024-12-31,13:43:27.766546,5915000000,5920000000,1000000.00,20,-66.41,-60.68,-54.81,-52.76,-53.22
2024-12-31,13:43:27.766546,5920000000,5925000000,1000000.00,20,-73.34,-63.39,-62.16,-57.07,-56.01
2024-12-31,13:43:27.766546,5930000000,5935000000,1000000.00,20,-62.65,-63.62,-58.65,-53.28,-52.90
2024-12-31,13:43:27.766546,5925000000,5930000000,1000000.00,20,-51.96,-55.99,-59.61,-60.02,-58.10
2024-12-31,13:43:27.766546,5935000000,5940000000,1000000.00,20,-58.53,-54.15,-53.90,-54.28,-56.41
2024-12-31,13:43:27.766546,5940000000,5945000000,1000000.00,20,-51.90,-53.17,-52.98,-55.73,-62.43
2024-12-31,13:43:27.766546,5950000000,5955000000,1000000.00,20,-57.10,-57.30,-54.40,-60.93,-61.45
2024-12-31,13:43:27.766546,5945000000,5950000000,1000000.00,20,-71.11,-60.89,-58.14,-59.98,-64.24
2024-12-31,13:43:27.766546,5955000000,5960000000,1000000.00,20,-61.31,-59.31,-54.62,-54.46,-53.77
2024-12-31,13:43:27.766546,5960000000,5965000000,1000000.00,20,-70.95,-62.41,-60.40,-89.40,-66.53
2024-12-31,13:43:27.766546,5970000000,5975000000,1000000.00,20,-67.83,-61.97,-59.62,-59.34,-71.27
2024-12-31,13:43:27.766546,5965000000,5970000000,1000000.00,20,-63.98,-65.34,-69.50,-61.71,-62.84
2024-12-31,13:43:27.766546,5975000000,5980000000,1000000.00,20,-63.07,-68.21,-67.60,-63.26,-65.38
2024-12-31,13:43:27.766546,5980000000,5985000000,1000000.00,20,-54.14,-55.82,-58.24,-55.47,-63.77
2024-12-31,13:43:27.766546,5990000000,5995000000,1000000.00,20,-56.63,-63.64,-56.94,-60.92,-60.48
2024-12-31,13:43:27.766546,5985000000,5990000000,1000000.00,20,-61.59,-67.12,-65.50,-67.95,-65.48
2024-12-31,13:43:27.766546,5995000000,6000000000,1000000.00,20,-61.44,-63.91,-61.17,-60.93,-52.77
2024-12-31,13:43:28.506876,0,5000000,1000000.00,20,-11.28,-23.30,-42.29,-49.13,-57.47
2024-12-31,13:43:28.506876,10000000,15000000,1000000.00,20,-57.50,-55.58,-56.60,-55.46,-45.26
2024-12-31,13:43:28.506876,5000000,10000000,1000000.00,20,-56.40,-51.80,-55.46,-57.53,-57.12
2024-12-31,13:43:28.506876,15000000,20000000,1000000.00,20,-58.85,-60.76,-52.04,-44.16,-30.09
2024-12-31,13:43:28.506876,20000000,25000000,1000000.00,20,-55.10,-58.43,-61.55,-61.79,-57.29
2024-12-31,13:43:28.506876,30000000,35000000,1000000.00,20,-57.30,-57.67,-63.83,-53.29,-52.40
2024-12-31,13:43:28.506876,25000000,30000000,1000000.00,20,-66.52,-53.58,-59.99,-58.78,-68.56
2024-12-31,13:43:28.506876,35000000,40000000,1000000.00,20,-64.31,-61.48,-54.27,-66.98,-44.89
2024-12-31,13:43:28.506876,40000000,45000000,1000000.00,20,-42.27,-43.72,-45.90,-44.07,-52.60
2024-12-31,13:43:28.506876,50000000,55000000,1000000.00,20,-52.78,-51.14,-65.35,-59.30,-53.69
2024-12-31,13:43:28.506876,45000000,50000000,1000000.00,20,-54.54,-58.41,-56.80,-61.40,-56.49
2024-12-31,13:43:28.506876,55000000,60000000,1000000.00,20,-49.69,-57.11,-58.86,-52.34,-55.15
2024-12-31,13:43:28.506876,60000000,65000000,1000000.00,20,-55.01,-57.16,-65.56,-59.10,-56.54
2024-12-31,13:43:28.506876,70000000,75000000,1000000.00,20,-51.14,-55.13,-62.15,-55.85,-57.20
2024-12-31,13:43:28.506876,65000000,70000000,1000000.00,20,-45.58,-49.46,-52.05,-49.90,-56.16
2024-12-31,13:43:28.506876,75000000,80000000,1000000.00,20,-50.85,-52.01,-55.91,-63.12,-60.65
2024-12-31,13:43:28.506876,80000000,85000000,1000000.00,20,-48.35,-55.89,-58.33,-57.00,-56.67
2024-12-31,13:43:28.506876,90000000,95000000,1000000.00,20,-55.03,-54.08,-55.81,-59.51,-58.44
2024-12-31,13:43:28.506876,85000000,90000000,1000000.00,20,-55.35,-60.52,-55.03,-53.81,-55.03
2024-12-31,13:43:28.506876,95000000,100000000,1000000.00,20,-61.23,-63.53,-55.13,-54.35,-53.15
2024-12-31,13:43:28.506876,100000000,105000000,1000000.00,20,-55.60,-59.20,-53.74,-55.69,-62.82
2024-12-31,13:43:28.506876,110000000,115000000,1000000.00,20,-51.85,-51.56,-62.18,-67.61,-60.14
2024-12-31,13:43:28.506876,105000000,110000000,1000000.00,20,-53.28,-56.17,-56.23,-61.40,-59.74
2024-12-31,13:43:28.506876,115000000,120000000,1000000.00,20,-57.97,-57.20,-57.55,-52.55,-51.74
2024-12-31,13:43:28.506876,120000000,125000000,1000000.00,20,-61.14,-61.12,-59.47,-63.34,-68.90
2024-12-31,13:43:28.506876,130000000,135000000,1000000.00,20,-55.70,-57.55,-63.58,-76.83,-70.62
2024-12-31,13:43:28.506876,125000000,130000000,1000000.00,20,-57.36,-56.08,-80.50,-64.10,-58.52
2024-12-31,13:43:28.506876,135000000,140000000,1000000.00,20,-57.60,-54.07,-52.33,-59.31,-61.72
2024-12-31,13:43:28.506876,140000000,145000000,1000000.00,20,-58.29,-54.05,-59.14,-56.74,-57.09
2024-12-31,13:43:28.506876,150000000,155000000,1000000.00,20,-55.98,-53.27,-51.21,-52.94,-52.90
2024-12-31,13:43:28.506876,145000000,150000000,1000000.00,20,-55.95,-60.99,-55.35,-54.36,-53.48
2024-12-31,13:43:28.506876,155000000,160000000,1000000.00,20,-71.05,-56.21,-55.74,-52.65,-49.37
2024-12-31,13:43:28.506876,160000000,165000000,1000000.00,20,-46.26,-53.14,-59.34,-53.98,-50.73
2024-12-31,13:43:28.506876,170000000,175000000,1000000.00,20,-52.72,-53.19,-59.31,-55.66,-55.04
2024-12-31,13:43:28.506876,165000000,170000000,1000000.00,20,-47.10,-44.48,-48.36,-55.66,-53.08
2024-12-31,13:43:28.506876,175000000,180000000,1000000.00,20,-58.63,-59.85,-83.26,-56.88,-52.17
2024-12-31,13:43:28.506876,180000000,185000000,1000000.00,20,-62.51,-57.44,-62.56,-58.55,-55.88
2024-12-31,13:43:28.506876,190000000,195000000,1000000.00,20,-57.31,-64.21,-59.35,-65.55,-76.29
2024-12-31,13:43:28.506876,185000000,190000000,1000000.00,20,-51.01,-51.32,-57.68,-64.26,-60.32
2024-12-31,13:43:28.506876,195000000,200000000,1000000.00,20,-53.66,-54.39,-58.40,-54.54,-55.07
2024-12-31,13:43:28.506876,200000000,205000000,1000000.00,20,-59.77,-56.41,-53.32,-59.30,-68.81
2024-12-31,13:43:28.506876,210000000,215000000,1000000.00,20,-57.31,-55.61,-56.58,-64.92,-57.83
2024-12-31,13:43:28.506876,205000000,210000000,1000000.00,20,-64.46,-59.64,-56.42,-55.17,-57.91
2024-12-31,13:43:28.506876,215000000,220000000,1000000.00,20,-56.20,-56.03,-56.86,-61.15,-63.68
2024-12-31,13:43:28.506876,220000000,225000000,1000000.00,20,-54.11,-54.52,-55.70,-58.76,-59.09
2024-12-31,13:43:28.506876,230000000,235000000,1000000.00,20,-60.17,-65.09,-56.16,-53.74,-54.37
2024-12-31,13:43:28.506876,225000000,230000000,1000000.00,20,-55.82,-59.64,-59.36,-57.71,-65.16
2024-12-31,13:43:28.506876,235000000,240000000,1000000.00,20,-63.73,-71.66,-58.74,-55.56,-53.55
2024-12-31,13:43:28.506876,240000000,245000000,1000000.00,20,-56.56,-60.63,-60.08,-61.25,-58.33
2024-12-31,13:43:28.506876,250000000,255000000,1000000.00,20,-62.25,-64.95,-59.07,-56.63,-62.08
2024-12-31,13:43:28.506876,245000000,250000000,1000000.00,20,-57.84,-66.37,-68.96,-61.03,-64.07
2024-12-31,13:43:28.506876,255000000,260000000,1000000.00,20,-64.28,-54.28,-52.67,-54.29,-57.56
2024-12-31,13:43:28.506876,260000000,265000000,1000000.00,20,-57.86,-59.13,-61.34,-68.42,-60.77
2024-12-31,13:43:28.506876,270000000,275000000,1000000.00,20,-56.45,-58.22,-70.69,-63.79,-58.21
2024-12-31,13:43:28.506876,265000000,270000000,1000000.00,20,-63.92,-63.23,-61.97,-63.77,-70.14
2024-12-31,13:43:28.506876,275000000,280000000,1000000.00,20,-72.05,-70.02,-55.21,-55.54,-56.56
2024-12-31,13:43:28.506876,280000000,285000000,1000000.00,20,-70.87,-58.27,-64.63,-59.23,-56.21
2024-12-31,13:43:28.506876,290000000,295000000,1000000.00,20,-56.46,-61.26,-58.98,-60.38,-62.04
2024-12-31,13:43:28.506876,285000000,290000000,1000000.00,20,-59.00,-63.17,-70.71,-66.19,-59.57
2024-12-31,13:43:28.506876,295000000,300000000,1000000.00,20,-57.73,-58.19,-60.52,-61.10,-57.83
2024-12-31,13:43:28.506876,300000000,305000000,1000000.00,20,-80.31,-61.91,-61.60,-62.63,-69.85
2024-12-31,13:43:28.506876,310000000,315000000,1000000.00,20,-59.20,-69.16,-66.18,-60.21,-60.03
2024-12-31,13:43:28.506876,305000000,310000000,1000000.00,20,-73.78,-56.16,-57.38,-58.91,-54.68
2024-12-31,13:43:28.506876,315000000,320000000,1000000.00,20,-59.74,-64.98,-62.65,-56.11,-62.20
2024-12-31,13:43:28.506876,320000000,325000000,1000000.00,20,-58.69,-60.10,-61.34,-60.58,-59.89
2024-12-31,13:43:28.506876,330000000,335000000,1000000.00,20,-59.11,-63.54,-61.53,-58.95,-59.04
2024-12-31,13:43:28.506876,325000000,330000000,1000000.00,20,-56.03,-62.99,-58.24,-52.45,-55.35
2024-12-31,13:43:28.506876,335000000,340000000,1000000.00,20,-77.36,-56.54,-57.63,-71.76,-61.09
2024-12-31,13:43:28.506876,340000000,345000000,1000000.00,20,-61.22,-65.52,-71.40,-75.57,-66.34
2024-12-31,13:43:28.506876,350000000,355000000,1000000.00,20,-62.71,-61.25,-55.06,-53.38,-55.97
2024-12-31,13:43:28.506876,345000000,350000000,1000000.00,20,-60.08,-57.38,-64.53,-61.41,-57.56
2024-12-31,13:43:28.506876,355000000,360000000,1000000.00,20,-56.64,-57.74,-56.68,-57.07,-80.46
2024-12-31,13:43:28.506876,360000000,365000000,1000000.00,20,-64.96,-58.33,-59.44,-61.58,-61.70
2024-12-31,13:43:28.506876,370000000,375000000,1000000.00,20,-59.02,-76.92,-69.66,-65.69,-62.87
2024-12-31,13:43:28.506876,365000000,370000000,1000000.00,20,-73.43,-63.88,-61.93,-60.24,-60.23
2024-12-31,13:43:28.506876,375000000,380000000,1000000.00,20,-60.73,-59.71,-63.96,-62.71,-52.98
2024-12-31,13:43:28.506876,380000000,385000000,1000000.00,20,-70.69,-56.10,-58.67,-67.98,-62.12
2024-12-31,13:43:28.506876,390000000,395000000,1000000.00,20,-63.10,-57.94,-62.26,-59.45,-62.82
2024-12-31,13:43:28.506876,385000000,390000000,1000000.00,20,-56.95,-57.29,-62.13,-69.81,-64.85
2024-12-31,13:43:28.506876,395000000,400000000,1000000.00,20,-62.53,-60.68,-57.99,-58.00,-59.86
2024-12-31,13:43:28.506876,400000000,405000000,1000000.00,20,-55.20,-62.40,-58.96,-61.80,-67.53
2024-12-31,13:43:28.506876,410000000,415000000,1000000.00,20,-61.69,-63.45,-62.25,-57.50,-59.25
2024-12-31,13:43:28.506876,405000000,410000000,1000000.00,20,-52.43,-61.58,-67.30,-63.11,-55.69
2024-12-31,13:43:28.506876,415000000,420000000,1000000.00,20,-62.52,-64.99,-75.25,-63.15,-54.77
2024-12-31,13:43:28.506876,420000000,425000000,1000000.00,20,-61.90,-58.62,-53.35,-51.96,-40.93
2024-12-31,13:43:28.506876,430000000,435000000,1000000.00,20,-59.35,-60.83,-64.49,-76.30,-68.14
2024-12-31,13:43:28.506876,425000000,430000000,1000000.00,20,-39.73,-54.60,-63.88,-64.69,-57.06
2024-12-31,13:43:28.506876,435000000,440000000,1000000.00,20,-56.30,-57.28,-60.90,-62.22,-59.51
2024-12-31,13:43:28.506876,440000000,445000000,1000000.00,20,-50.17,-59.68,-60.35,-64.11,-57.63
2024-12-31,13:43:28.506876,450000000,455000000,1000000.00,20,-61.21,-65.42,-67.62,-64.39,-59.86
2024-12-31,13:43:28.506876,445000000,450000000,1000000.00,20,-59.14,-65.62,-52.37,-56.42,-64.63
2024-12-31,13:43:28.506876,455000000,460000000,1000000.00,20,-66.01,-60.82,-68.41,-56.46,-50.93
2024-12-31,13:43:28.506876,460000000,465000000,1000000.00,20,-51.67,-52.41,-54.81,-63.24,-62.25
2024-12-31,13:43:28.506876,470000000,475000000,1000000.00,20,-62.15,-59.38,-64.09,-52.18,-50.41
2024-12-31,13:43:28.506876,465000000,470000000,1000000.00,20,-57.94,-57.68,-56.49,-59.30,-63.65
2024-12-31,13:43:28.506876,475000000,480000000,1000000.00,20,-54.13,-53.20,-55.78,-60.60,-57.37
2024-12-31,13:43:28.506876,480000000,485000000,1000000.00,20,-55.56,-53.44,-51.41,-55.43,-54.66
2024-12-31,13:43:28.506876,490000000,495000000,1000000.00,20,-55.75,-64.84,-65.97,-63.12,-64.99
2024-12-31,13:43:28.506876,485000000,490000000,1000000.00,20,-55.16,-55.48,-56.69,-55.53,-53.56
2024-12-31,13:43:28.506876,495000000,500000000,1000000.00,20,-59.73,-59.92,-65.27,-63.06,-67.38
2024-12-31,13:43:28.506876,500000000,505000000,1000000.00,20,-56.16,-67.07,-59.36,-61.23,-57.29
2024-12-31,13:43:28.506876,510000000,515000000,1000000.00,20,-62.21,-63.17,-56.34,-54.45,-52.04
2024-12-31,13:43:28.506876,505000000,510000000,1000000.00,20,-63.18,-76.69,-74.72,-72.40,-65.34
2024-12-31,13:43:28.506876,515000000,520000000,1000000.00,20,-75.08,-57.45,-56.39,-55.41,-50.59
2024-12-31,13:43:28.506876,520000000,525000000,1000000.00,20,-55.07,-62.69,-64.07,-58.59,-60.17
2024-12-31,13:43:28.506876,530000000,535000000,1000000.00,20,-61.89,-63.23,-80.56,-57.95,-57.77
2024-12-31,13:43:28.506876,525000000,530000000,1000000.00,20,-61.13,-66.63,-60.30,-57.38,-59.22
2024-12-31,13:43:28.506876,535000000,540000000,1000000.00,20,-56.36,-53.63,-59.82,-62.99,-60.40
2024-12-31,13:43:28.506876,540000000,545000000,1000000.00,20,-58.35,-59.95,-57.45,-57.67,-61.12
2024-12-31,13:43:28.506876,550000000,555000000,1000000.00,20,-60.24,-61.22,-60.58,-58.65,-58.00
2024-12-31,13:43:28.506876,545000000,550000000,1000000.00,20,-59.02,-73.13,-61.66,-59.95,-60.56
2024-12-31,13:43:28.506876,555000000,560000000,1000000.00,20,-65.72,-62.12,-62.97,-70.91,-60.70
2024-12-31,13:43:28.506876,560000000,565000000,1000000.00,20,-57.77,-57.89,-62.10,-72.18,-58.67
2024-12-31,13:43:28.506876,570000000,575000000,1000000.00,20,-55.77,-55.20,-56.08,-61.76,-67.41
2024-12-31,13:43:28.506876,565000000,570000000,1000000.00,20,-70.07,-69.39,-68.03,-65.21,-64.64
2024-12-31,13:43:28.506876,575000000,580000000,1000000.00,20,-57.92,-54.34,-54.38,-62.09,-62.43
2024-12-31,13:43:28.506876,580000000,585000000,1000000.00,20,-52.23,-51.50,-55.07,-58.09,-75.69
2024-12-31,13:43:28.506876,590000000,595000000,1000000.00,20,-55.76,-57.61,-57.78,-53.47,-53.39
2024-12-31,13:43:28.506876,585000000,590000000,1000000.00,20,-54.77,-52.58,-54.46,-61.68,-62.28
2024-12-31,13:43:28.506876,595000000,600000000,1000000.00,20,-60.11,-58.27,-60.55,-64.59,-63.64
2024-12-31,13:43:28.506876,600000000,605000000,1000000.00,20,-64.27,-54.58,-52.94,-58.57,-57.69
2024-12-31,13:43:28.506876,610000000,615000000,1000000.00,20,-64.60,-61.56,-58.93,-56.31,-57.16
2024-12-31,13:43:28.506876,605000000,610000000,1000000.00,20,-62.65,-65.05,-58.08,-60.63,-65.09
2024-12-31,13:43:28.506876,615000000,620000000,1000000.00,20,-60.56,-57.90,-65.57,-65.49,-60.23
2024-12-31,13:43:28.506876,620000000,625000000,1000000.00,20,-59.33,-66.30,-72.59,-62.34,-60.58
2024-12-31,13:43:28.506876,630000000,635000000,1000000.00,20,-64.70,-79.73,-68.08,-65.61,-68.22
2024-12-31,13:43:28.506876,625000000,630000000,1000000.00,20,-60.19,-60.01,-61.36,-63.56,-70.72
2024-12-31,13:43:28.506876,635000000,640000000,1000000.00,20,-60.17,-56.85,-59.40,-61.99,-59.03
2024-12-31,13:43:28.506876,640000000,645000000,1000000.00,20,-61.94,-59.48,-58.72,-64.26,-56.60
2024-12-31,13:43:28.506876,650000000,655000000,1000000.00,20,-56.89,-63.40,-80.76,-69.36,-70.97
2024-12-31,13:43:28.506876,645000000,650000000,1000000.00,20,-66.68,-56.16,-57.20,-64.70,-60.40
2024-12-31,13:43:28.506876,655000000,660000000,1000000.00,20,-66.08,-61.58,-57.12,-57.34,-59.56
2024-12-31,13:43:28.506876,660000000,665000000,1000000.00,20,-69.19,-60.55,-61.26,-59.69,-57.07
2024-12-31,13:43:28.506876,670000000,675000000,1000000.00,20,-55.06,-58.59,-62.86,-62.93,-57.64
2024-12-31,13:43:28.506876,665000000,670000000,1000000.00,20,-55.56,-58.68,-90.70,-62.30,-68.04
2024-12-31,13:43:28.506876,675000000,680000000,1000000.00,20,-59.38,-60.27,-57.91,-57.91,-59.30
2024-12-31,13:43:28.506876,680000000,685000000,1000000.00,20,-64.09,-64.88,-71.29,-69.76,-64.58
2024-12-31,13:43:28.506876,690000000,695000000,1000000.00,20,-56.41,-62.15,-55.63,-62.26,-70.94
2024-12-31,13:43:28.506876,685000000,690000000,1000000.00,20,-61.41,-57.47,-51.51,-50.90,-54.10
2024-12-31,13:43:28.506876,695000000,700000000,1000000.00,20,-75.58,-62.18,-59.46,-63.93,-71.45
2024-12-31,13:43:28.506876,700000000,705000000,1000000.00,20,-55.77,-60.29,-59.68,-58.69,-65.50
2024-12-31,13:43:28.506876,710000000,715000000,1000000.00,20,-69.79,-64.44,-57.63,-63.41,-58.32
2024-12-31,13:43:28.506876,705000000,710000000,1000000.00,20,-64.07,-59.22,-80.35,-60.72,-64.89
2024-12-31,13:43:28.506876,715000000,720000000,1000000.00,20,-68.76,-74.20,-61.84,-57.89,-58.84
2024-12-31,13:43:28.506876,720000000,725000000,1000000.00,20,-57.33,-63.73,-62.45,-57.28,-65.03
2024-12-31,13:43:28.506876,730000000,735000000,1000000.00,20,-57.19,-60.28,-59.04,-61.62,-58.10
2024-12-31,13:43:28.506876,725000000,730000000,1000000.00,20,-71.64,-59.81,-56.24,-57.30,-56.68
2024-12-31,13:43:28.506876,735000000,740000000,1000000.00,20,-68.41,-63.10,-56.73,-58.55,-65.19
2024-12-31,13:43:28.506876,740000000,745000000,1000000.00,20,-70.33,-63.84,-58.33,-65.31,-57.04
2024-12-31,13:43:28.506876,750000000,755000000,1000000.00,20,-56.91,-57.84,-59.63,-62.29,-63.66
2024-12-31,13:43:28.506876,745000000,750000000,1000000.00,20,-57.57,-53.21,-56.44,-65.49,-58.14
2024-12-31,13:43:28.506876,755000000,760000000,1000000.00,20,-60.45,-61.33,-64.76,-63.93,-69.76
2024-12-31,13:43:28.506876,760000000,765000000,1000000.00,20,-62.44,-61.11,-57.55,-62.88,-60.46
2024-12-31,13:43:28.506876,770000000,775000000,1000000.00,20,-66.64,-56.47,-56.18,-54.63,-58.52
2024-12-31,13:43:28.506876,765000000,770000000,1000000.00,20,-60.68,-76.50,-76.70,-69.59,-64.33
2024-12-31,13:43:28.506876,775000000,780000000,1000000.00,20,-60.35,-62.87,-72.45,-59.57,-52.37
2024-12-31,13:43:28.506876,780000000,785000000,1000000.00,20,-55.58,-60.34,-66.22,-62.68,-75.76
2024-12-31,13:43:28.506876,790000000,795000000,1000000.00,20,-62.82,-63.16,-52.64,-54.58,-72.94
2024-12-31,13:43:28.506876,785000000,790000000,1000000.00,20,-58.98,-59.29,-61.31,-61.17,-56.02
2024-12-31,13:43:28.506876,795000000,800000000,1000000.00,20,-59.31,-56.04,-54.67,-52.07,-51.90
2024-12-31,13:43:28.506876,800000000,805000000,1000000.00,20,-49.27,-47.18,-47.14,-58.03,-50.12
2024-12-31,13:43:28.506876,810000000,815000000,1000000.00,20,-64.26,-63.21,-54.00,-54.07,-61.51
2024-12-31,13:43:28.506876,805000000,810000000,1000000.00,20,-56.76,-56.75,-60.91,-61.46,-70.28
2024-12-31,13:43:28.506876,815000000,820000000,1000000.00,20,-65.51,-61.28,-55.20,-61.68,-68.14
2024-12-31,13:43:28.506876,820000000,825000000,1000000.00,20,-58.81,-56.28,-67.55,-56.83,-57.49
2024-12-31,13:43:28.506876,830000000,835000000,1000000.00,20,-58.63,-68.38,-61.63,-58.63,-66.22
2024-12-31,13:43:28.506876,825000000,830000000,1000000.00,20,-60.65,-57.49,-55.88,-56.78,-61.82
2024-12-31,13:43:28.506876,835000000,840000000,1000000.00,20,-59.04,-61.14,-56.84,-54.32,-59.90
2024-12-31,13:43:28.506876,840000000,845000000,1000000.00,20,-76.30,-62.56,-64.48,-57.81,-65.78
2024-12-31,13:43:28.506876,850000000,855000000,1000000.00,20,-62.96,-71.99,-78.28,-61.32,-59.47
2024-12-31,13:43:28.506876,845000000,850000000,1000000.00,20,-64.51,-58.76,-69.15,-58.52,-57.05
2024-12-31,13:43:28.506876,855000000,860000000,1000000.00,20,-57.93,-58.08,-58.09,-61.75,-63.57
2024-12-31,13:43:28.506876,860000000,865000000,1000000.00,20,-57.80,-59.18,-61.08,-56.14,-52.00
2024-12-31,13:43:28.506876,870000000,875000000,1000000.00,20,-56.77,-58.77,-63.50,-57.40,-56.71
2024-12-31,13:43:28.506876,865000000,870000000,1000000.00,20,-64.87,-62.90,-59.15,-59.02,-57.24
2024-12-31,13:43:28.506876,875000000,880000000,1000000.00,20,-63.85,-57.19,-54.94,-57.20,-58.22
2024-12-31,13:43:28.506876,880000000,885000000,1000000.00,20,-68.20,-60.62,-67.35,-64.83,-70.97
2024-12-31,13:43:28.506876,890000000,895000000,1000000.00,20,-58.34,-55.00,-62.92,-81.61,-62.91
2024-12-31,13:43:28.506876,885000000,890000000,1000000.00,20,-62.07,-63.20,-59.78,-55.72,-57.77
2024-12-31,13:43:28.506876,895000000,900000000,1000000.00,20,-58.48,-67.65,-59.54,-59.66,-56.04
2024-12-31,13:43:28.506876,900000000,905000000,1000000.00,20,-54.91,-55.13,-55.68,-59.74,-69.44
2024-12-31,13:43:28.506876,910000000,915000000,1000000.00,20,-59.77,-60.87,-63.46,-54.16,-56.68
2024-12-31,13:43:28.506876,905000000,910000000,1000000.00,20,-71.80,-60.75,-59.80,-56.39,-55.28
2024-12-31,13:43:28.506876,915000000,920000000,1000000.00,20,-68.60,-59.02,-66.59,-60.66,-60.19
2024-12-31,13:43:28.506876,920000000,925000000,1000000.00,20,-60.28,-69.42,-69.93,-61.06,-56.22
2024-12-31,13:43:28.506876,930000000,935000000,1000000.00,20,-67.83,-56.25,-51.34,-52.49,-55.46
2024-12-31,13:43:28.506876,925000000,930000000,1000000.00,20,-54.31,-54.95,-62.65,-66.38,-61.12
2024-12-31,13:43:28.506876,935000000,940000000,1000000.00,20,-50.36,-52.63,-58.25,-65.32,-62.42
2024-12-31,13:43:28.506876,940000000,945000000,1000000.00,20,-61.22,-59.47,-63.01,-73.78,-68.88
2024-12-31,13:43:28.506876,950000000,955000000,1000000.00,20,-55.77,-59.22,-58.87,-64.11,-68.00
2024-12-31,13:43:28.506876,945000000,950000000,1000000.00,20,-60.51,-71.43,-54.01,-45.23,-43.90
2024-12-31,13:43:28.506876,955000000,960000000,1000000.00,20,-54.75,-58.85,-65.80,-79.36,-64.05
2024-12-31,13:43:28.506876,960000000,965000000,1000000.00,20,-65.37,-57.00,-58.38,-73.46,-69.23
2024-12-31,13:43:28.506876,970000000,975000000,1000000.00,20,-55.56,-55.91,-61.59,-63.73,-61.76
2024-12-31,13:43:28.506876,965000000,970000000,1000000.00,20,-56.00,-68.96,-76.51,-63.67,-59.46
2024-12-31,13:43:28.506876,975000000,980000000,1000000.00,20,-58.87,-62.78,-67.02,-64.14,-64.74
2024-12-31,13:43:28.506876,980000000,985000000,1000000.00,20,-60.79,-58.72,-66.21,-61.43,-58.93
2024-12-31,13:43:28.506876,990000000,995000000,1000000.00,20,-57.54,-53.83,-60.47,-64.18,-60.23
2024-12-31,13:43:28.506876,985000000,990000000,1000000.00,20,-52.35,-55.21,-60.17,-65.14,-62.73
2024-12-31,13:43:28.506876,995000000,1000000000,1000000.00,20,-59.81,-56.97,-56.78,-59.02,-69.35
2024-12-31,13:43:28.506876,1000000000,1005000000,1000000.00,20,-78.00,-56.83,-53.26,-57.28,-64.03
2024-12-31,13:43:28.506876,1010000000,1015000000,1000000.00,20,-59.35,-63.97,-72.99,-63.62,-55.92
2024-12-31,13:43:28.506876,1005000000,1010000000,1000000.00,20,-58.22,-54.30,-55.76,-58.69,-55.98
2024-12-31,13:43:28.506876,1015000000,1020000000,1000000.00,20,-62.13,-65.43,-63.55,-56.87,-55.98
2024-12-31,13:43:28.506876,1020000000,1025000000,1000000.00,20,-59.53,-58.96,-60.67,-56.74,-57.06
2024-12-31,13:43:28.506876,1030000000,1035000000,1000000.00,20,-51.31,-57.73,-77.11,-58.63,-55.11
2024-12-31,13:43:28.506876,1025000000,1030000000,1000000.00,20,-58.24,-79.14,-63.08,-67.76,-73.09
2024-12-31,13:43:28.506876,1035000000,1040000000,1000000.00,20,-62.96,-55.45,-54.35,-57.36,-57.97
2024-12-31,13:43:28.506876,1040000000,1045000000,1000000.00,20,-52.95,-52.05,-64.06,-73.62,-55.49
2024-12-31,13:43:28.506876,1050000000,1055000000,1000000.00,20,-57.17,-60.51,-60.46,-57.41,-75.26
2024-12-31,13:43:28.506876,1045000000,1050000000,1000000.00,20,-55.44,-63.37,-62.22,-68.04,-58.69
2024-12-31,13:43:28.506876,1055000000,1060000000,1000000.00,20,-58.36,-59.57,-69.61,-61.93,-70.46
2024-12-31,13:43:28.506876,1060000000,1065000000,1000000.00,20,-59.72,-60.62,-57.07,-59.13,-67.28
